X,Y,Name,CITY,CROSS_ST,DIR,Field_1,OWLROUTES,POINT_X,POINT_Y,POS,PUBLIC_NAME,ROUTESSTPG,SHAPE,STATUS,STREET,SYSTEMSTOP
-87.627160411,41.850885323,State & 23rd Street,CHICAGO,23RD STREET,SB,"State &amp; 23rd Street",,-87.62716,41.850885,NT,"State &amp; 23rd Street",29,Point,In Service,STATE,2387
-87.627336398,41.857537048,State & 18th Street,CHICAGO,18TH STREET,SB,"State &amp; 18th Street",,-87.627336,41.857537,FS,"State &amp; 18th Street","29,62",Point,In Service,STATE,2382
-87.627071547,41.858145393,State & 18th Street,CHICAGO,18TH STREET,NB,"State &amp; 18th Street",,-87.627072,41.858145,FS,"State &amp; 18th Street","29,62",Point,In Service,STATE,14761
-87.627607207,41.86905855,State & 11th Street,CHICAGO,11TH STREET,SB,"State &amp; 11th Street",N62,-87.627607,41.869059,FT,"State &amp; 11th Street","29,62,130,146",Point,In Service,STATE,15563
-87.627665692,41.872056456,State & Polk,CHICAGO,POLK,SB,"State &amp; Polk",N62,-87.627666,41.872056,FS,"State &amp; Polk","29,62,130,146",Point,In Service,STATE,17590
-87.627365666,41.873150637,Balbo & State,CHICAGO,STATE,WB,"Balbo &amp; State",,-87.627366,41.873151,NS,"Balbo &amp; State","2,10",Point,In Service,BALBO,15482
-87.627898999,41.878141,Jackson & State,CHICAGO,STATE,EB,"Jackson &amp; State",,-87.627899,41.878141,NS,"Jackson &amp; State","1,7,28,126",Point,In Service,JACKSON,71
-87.627746649,41.883076158,State & Washington,CHICAGO,WASHINGTON,NB,"State &amp; Washington","N4,N66",-87.627747,41.883076,FS,"State &amp; Washington","N4,N66",Point,In Service,STATE,18154
-87.627622304,41.88674638,Wacker (Upper) & State,CHICAGO,STATE,EB,"Wacker (Upper) &amp; State",,-87.627622,41.886746,FS,"Wacker (Upper) &amp; State","134,135,136",Point,In Service,WACKER (upper),14223
-87.625148,41.904702,Lake Shore & Scott,CHICAGO,SCOTT,SB,"Lake Shore &amp; Scott",,-87.625148,41.904702,FS,"Lake Shore &amp; Scott",151,Point,In Service,LAKE SHORE,1092
-87.62624,41.909342001,Lake Shore & Burton,CHICAGO,BURTON,SB,"Lake Shore &amp; Burton",,-87.62624,41.909342,FS,"Lake Shore &amp; Burton",151,Point,In Service,LAKE SHORE,1088
-87.625542,41.906595,Lake Shore & Banks,CHICAGO,BANKS,SB,"Lake Shore &amp; Banks",,-87.625542,41.906595,FS,"Lake Shore &amp; Banks",151,Point,In Service,LAKE SHORE,1090
-87.626316999,41.910497001,Lake Shore & North Ave,CHICAGO,NORTH AVENUE,SB,"Lake Shore &amp; North Ave",,-87.626317,41.910497,MB,"Lake Shore &amp; North Ave",151,Point,In Service,LAKE SHORE,1087
-87.626066466,41.909675491,Lake Shore & Burton,CHICAGO,BURTON,NB,"Lake Shore &amp; Burton",,-87.626066,41.909675,FT,"Lake Shore &amp; Burton",151,Point,In Service,LAKE SHORE,1137
-87.621293658,41.692673614,111th Street & Michigan,CHICAGO,MICHIGAN,WB,"111th Street &amp; Michigan",,-87.621294,41.692674,FS,"111th Street &amp; Michigan",111,Point,In Service,111TH STREET,2909
-87.624019,41.722512,95th Red Line Station,CHICAGO,RED LINE STATION,SB,95th Red Line Station,,-87.624019,41.722512,TERM,95th Red Line Station,112,Point,In Service,95TH STREET,14010
-87.624425,41.748982,State & 80th Street,CHICAGO,80TH STREET,NB,"State &amp; 80th Street",,-87.624425,41.748982,NS,"State &amp; 80th Street",29,Point,In Service,STATE,2283
-87.621249929,41.751066266,79th Street & Michigan,CHICAGO,MICHIGAN,WB,"79th Street &amp; Michigan",N79,-87.62125,41.751066,NS,"79th Street &amp; Michigan",79,Point,In Service,79TH STREET,2638
-87.624570931,41.754860337,State & 77th Street,CHICAGO,77TH STREET,NB,"State &amp; 77th Street",,-87.624571,41.75486,FS,"State &amp; 77th Street","29,75",Point,In Service,STATE,15248
-87.622274728,41.779970974,63rd Street & Michigan,CHICAGO,MICHIGAN,EB,"63rd Street &amp; Michigan",N63,-87.622275,41.779971,NT,"63rd Street &amp; Michigan",63,Point,In Service,63RD STREET,3434
-87.621154478,41.801964375,51st Street & Indiana,CHICAGO,INDIANA,EB,"51st Street &amp; Indiana",,-87.621154,41.801964,NS,"51st Street &amp; Indiana",15,Point,In Service,51ST STREET,1628
-87.621328946,41.809237458,47th Street & Indiana,CHICAGO,INDIANA,EB,"47th Street &amp; Indiana",,-87.621329,41.809237,NS,"47th Street &amp; Indiana",47,Point,In Service,47TH STREET,8181
-87.622968659,41.823827392,Pershing & Michigan,CHICAGO,MICHIGAN,WB,"Pershing &amp; Michigan",,-87.622969,41.823827,NS,"Pershing &amp; Michigan",39,Point,In Service,PERSHING,7754
-87.623716427,41.845464339,Michigan & 26th Street,CHICAGO,26TH STREET,SB,"Michigan &amp; 26th Street",N4,-87.623716,41.845464,FS,"Michigan &amp; 26th Street","1,4",Point,In Service,MICHIGAN,1603
-87.623824378,41.849382998,Michigan & 24th Street,CHICAGO,24TH STREET,SB,"Michigan &amp; 24th Street",N4,-87.623824,41.849383,NS,"Michigan &amp; 24th Street","1,4",Point,In Service,MICHIGAN,17243
-87.6235,41.847313,Michigan & 25th Street,CHICAGO,25TH STREET,NB,"Michigan &amp; 25th Street",N4,-87.6235,41.847313,NS,"Michigan &amp; 25th Street","1,4,21",Point,In Service,MICHIGAN,1568
-87.623865416,41.851275743,Michigan & 23rd Street,CHICAGO,23RD STREET,SB,"Michigan &amp; 23rd Street",N4,-87.623865,41.851276,NS,"Michigan &amp; 23rd Street","1,4",Point,In Service,MICHIGAN,16014
-87.623962705,41.853995857,Michigan & 21st Street,CHICAGO,21ST STREET,SB,"Michigan &amp; 21st Street",N4,-87.623963,41.853996,FS,"Michigan &amp; 21st Street","1,3,4",Point,In Service,MICHIGAN,1598
-87.623964096,41.867892711,Michigan & Roosevelt,CHICAGO,ROOSEVELT,NB,"Michigan &amp; Roosevelt",N4,-87.623964,41.867893,FS,"Michigan &amp; Roosevelt","1,3,4,18",Point,In Service,MICHIGAN,1580
-87.624034003,41.871786839,Michigan & 8th Street,CHICAGO,8TH STREET,NB,"Michigan &amp; 8th Street",N4,-87.624034,41.871787,NT,"Michigan &amp; 8th Street","1,3,4",Point,In Service,MICHIGAN,1583
-87.624082,41.873395,Michigan & Balbo,CHICAGO,BALBO,NB,"Michigan &amp; Balbo",N4,-87.624082,41.873395,FS,"Michigan &amp; Balbo","1,3,4",Point,In Service,MICHIGAN,1584
-87.624396001,41.876271,Michigan & Van Buren/Ida B. Wells,CHICAGO,"betw. VAN BUREN &amp; IDA B. WELLS",SB,"Michigan &amp; Van Buren/Ida B. Wells",N4,-87.624396,41.876271,MB,"Michigan &amp; Van Buren/Ida B. Wells","1,3,4,7,J14,26,28,126,143,147",Point,In Service,MICHIGAN,73
-87.624615,41.885104001,Michigan & Lake/Randolph,CHICAGO,"betw. LAKE &amp; RANDOLPH",SB,"Michigan &amp; Lake/Randolph","N4,N66",-87.624615,41.885104,MB,"Michigan &amp; Lake/Randolph","3,4,19,26,N66,124,143,147,151,157",Point,In Service,MICHIGAN,1105
-87.624588,41.883414,Michigan & Washington,CHICAGO,WASHINGTON,SB,"Michigan &amp; Washington",N66,-87.624588,41.883414,NS,"Michigan &amp; Washington","3,4,19,20,26,60,N66,124,143,147,151,157",Point,In Service,MICHIGAN,1106
-87.623969001,41.890205,Michigan & Hubbard (Tribune Bldg.),CHICAGO,HUBBARD (TRIBUNE BLDG.),NB,"Michigan &amp; Hubbard (Tribune Bldg.)",N66,-87.623969,41.890205,NS,"Michigan &amp; Hubbard (Tribune Bldg.)","2,3,10,26,N66,143,146,147,148,151,157",Point,In Service,MICHIGAN,1122
-87.624493361,41.896800368,Chicago & Michigan,CHICAGO,MICHIGAN,WB,"Chicago &amp; Michigan",N66,-87.624493,41.8968,FS,"Chicago &amp; Michigan",66,Point,In Service,CHICAGO,599
-87.624284,41.900947,Lake Shore & Oak,CHICAGO,OAK,SB,"Lake Shore &amp; Oak",,-87.624284,41.900947,NS,"Lake Shore &amp; Oak",151,Point,In Service,LAKE SHORE,1096
-87.620065961,41.667621353,Michigan & 124th Place,CHICAGO,124TH PLACE,NB,"Michigan &amp; 124th Place",N34,-87.620066,41.667621,NS,"Michigan &amp; 124th Place",34,Point,In Service,MICHIGAN,7593
-87.62049041,41.679800053,Michigan & 118th Street,CHICAGO,118TH STREET,NB,"Michigan &amp; 118th Street",N34,-87.62049,41.6798,NS,"Michigan &amp; 118th Street","34,119",Point,In Service,MICHIGAN,7600
-87.620738783,41.682659198,Michigan & 116th Street,CHICAGO,116TH STREET,SB,"Michigan &amp; 116th Street",N34,-87.620739,41.682659,NS,"Michigan &amp; 116th Street","34,119",Point,In Service,MICHIGAN,7550
-87.618166289,41.6852873,115th Street & Indiana,CHICAGO,INDIANA,EB,"115th Street &amp; Indiana",,-87.618166,41.685287,NS,"115th Street &amp; Indiana",115,Point,In Service,115TH STREET,2953
-87.621084529,41.689070799,Michigan & 113th Street,CHICAGO,113TH STREET,SB,"Michigan &amp; 113th Street",N34,-87.621085,41.689071,NS,"Michigan &amp; 113th Street","34,119",Point,In Service,MICHIGAN,7546
-87.621025479,41.687146755,Michigan & 114th Street,CHICAGO,114TH STREET,SB,"Michigan &amp; 114th Street",N34,-87.621025,41.687147,NS,"Michigan &amp; 114th Street","34,119",Point,In Service,MICHIGAN,7547
-87.618112252,41.692713373,111th Street & Indiana,CHICAGO,INDIANA,WB,"111th Street &amp; Indiana",,-87.618112,41.692713,NS,"111th Street &amp; Indiana",111,Point,In Service,111TH STREET,2908
-87.621002116,41.699671753,Michigan & 107th Street,CHICAGO,107TH STREET,SB,"Michigan &amp; 107th Street",N34,-87.621002,41.699672,FS,"Michigan &amp; 107th Street","34,119",Point,In Service,MICHIGAN,15081
-87.620408999,41.71809,Michigan & 97th Street,CHICAGO,97TH STREET,NB,"Michigan &amp; 97th Street",N34,-87.620409,41.71809,NS,"Michigan &amp; 97th Street","34,103,106,119",Point,In Service,MICHIGAN,7622
-87.619111556,41.721703291,95th Street & Indiana,CHICAGO,INDIANA,EB,"95th Street &amp; Indiana",N5,-87.619112,41.721703,NS,"95th Street &amp; Indiana","N5,95,111,115",Point,In Service,95TH STREET,2817
-87.617912,41.751113001,79th Street & Prairie,CHICAGO,PRAIRIE,WB,"79th Street &amp; Prairie",N79,-87.617912,41.751113,NS,"79th Street &amp; Prairie",79,Point,In Service,79TH STREET,2636
-87.618405225,41.758422385,75th Street & Prairie,CHICAGO,PRAIRIE,WB,"75th Street &amp; Prairie",,-87.618405,41.758422,FS,"75th Street &amp; Prairie",75,Point,In Service,75TH STREET,18434
-87.618390877,41.758291773,75th Street & Prairie,CHICAGO,PRAIRIE,EB,"75th Street &amp; Prairie",,-87.618391,41.758292,NS,"75th Street &amp; Prairie",75,Point,In Service,75TH STREET,10934
-87.618938999,41.780107,63rd Street & Prairie,CHICAGO,PRAIRIE,EB,"63rd Street &amp; Prairie",N63,-87.618939,41.780107,NT,"63rd Street &amp; Prairie",63,Point,In Service,63RD STREET,3436
-87.618595,41.780248,63rd Street & Prairie,CHICAGO,PRAIRIE,WB,"63rd Street &amp; Prairie",N63,-87.618595,41.780248,NS,"63rd Street &amp; Prairie",63,Point,In Service,63RD STREET,3223
-87.618275802,41.809259267,47th Street & Calumet,CHICAGO,CALUMET,EB,"47th Street &amp; Calumet",,-87.618276,41.809259,NS,"47th Street &amp; Calumet",47,Point,In Service,47TH STREET,17815
-87.619519999,41.8383,31st Street & Giles,CHICAGO,GILES,EB,"31st Street &amp; Giles",,-87.61952,41.8383,NS,"31st Street &amp; Giles",31,Point,In Service,31ST STREET,7489
-87.617540175,41.83630773,King Drive & 32nd Street,CHICAGO,32ND STREET,SB,"King Drive &amp; 32nd Street",,-87.61754,41.836308,FS,"King Drive &amp; 32nd Street",3,Point,In Service,KING DRIVE,2199
-87.617580917,41.840239955,3000 S King Drive,CHICAGO,3000 SOUTH,SB,3000 S King Drive,,-87.617581,41.84024,MB,3000 S King Drive,3,Point,In Service,KING DRIVE,2197
-87.620373714,41.845747395,26th Street & Prairie,CHICAGO,PRAIRIE,WB,"26th Street &amp; Prairie",,-87.620374,41.845747,NS,"26th Street &amp; Prairie",21,Point,In Service,26TH STREET,7493
-87.620578,41.893445001,Ontario & Fairbanks,CHICAGO,FAIRBANKS,WB,"Ontario &amp; Fairbanks",,-87.620578,41.893445,FS,"Ontario &amp; Fairbanks","2,157",Point,In Service,ONTARIO,5004
-87.620009,41.891862,Grand & Fairbanks/Columbus,CHICAGO,FAIRBANKS/COLUMBUS,WB,"Grand &amp; Fairbanks/Columbus",,-87.620009,41.891862,NS,"Grand &amp; Fairbanks/Columbus","2,29,65,66",Point,In Service,GRAND,590
-87.617837169,41.893540626,Ontario & McClurg,CHICAGO,MCCLURG,WB,"Ontario &amp; McClurg",,-87.617837,41.893541,FS,"Ontario &amp; McClurg","120,121",Point,In Service,ONTARIO,17745
-87.61764992,41.893380383,McClurg & Ontario,CHICAGO,ONTARIO,NB,"McClurg &amp; Ontario",,-87.61765,41.89338,NS,"McClurg &amp; Ontario","120,121",Point,In Service,MCCLURG,17743
-87.620530001,41.896716,Chicago & Fairbanks,CHICAGO,FAIRBANKS,EB,"Chicago &amp; Fairbanks",N66,-87.62053,41.896716,NS,"Chicago &amp; Fairbanks","3,26,66,157",Point,In Service,CHICAGO,582
-87.620285,41.895689001,Fairbanks & Superior,CHICAGO,SUPERIOR,NB,"Fairbanks &amp; Superior",N66,-87.620285,41.895689,NS,"Fairbanks &amp; Superior","3,66,120,121,157",Point,In Service,FAIRBANKS,595
-87.615877954,41.69274668,300 E 111th Street,CHICAGO,300 EAST,WB,300 E 111th Street,,-87.615878,41.692747,MB,300 E 111th Street,111,Point,In Service,111TH STREET,2907
-87.613861334,41.707443102,King Drive & 103rd Street,CHICAGO,103RD STREET,SB,"King Drive &amp; 103rd Street",,-87.613861,41.707443,NS,"King Drive &amp; 103rd Street",111,Point,In Service,KING DRIVE,17722
-87.614453673,41.73096625,King Drive & 90th Street,CHICAGO,90TH STREET,SB,"King Drive &amp; 90th Street",,-87.614454,41.730966,FS,"King Drive &amp; 90th Street",3,Point,In Service,KING DRIVE,2259
-87.614277778,41.731108582,King Drive & 90th Street,CHICAGO,90TH STREET,NB,"King Drive &amp; 90th Street",,-87.614278,41.731109,FS,"King Drive &amp; 90th Street",3,Point,In Service,KING DRIVE,2110
-87.614462427,41.736681868,King Drive & 87th Street,CHICAGO,87TH STREET,NB,"King Drive &amp; 87th Street",,-87.614462,41.736682,FS,"King Drive &amp; 87th Street",3,Point,In Service,KING DRIVE,2113
-87.614330411,41.734691834,King Drive & 88th Street,CHICAGO,88TH STREET,NB,"King Drive &amp; 88th Street",,-87.61433,41.734692,FS,"King Drive &amp; 88th Street",3,Point,In Service,KING DRIVE,2112
-87.614835061,41.749378874,King Drive & 80th Street,CHICAGO,80TH STREET,NB,"King Drive &amp; 80th Street",,-87.614835,41.749379,FS,"King Drive &amp; 80th Street",3,Point,In Service,KING DRIVE,2120
-87.615092731,41.752801867,King Drive & 78th Street,CHICAGO,78TH STREET,SB,"King Drive &amp; 78th Street",,-87.615093,41.752802,FS,"King Drive &amp; 78th Street",3,Point,In Service,KING DRIVE,2247
-87.614905431,41.753075248,King Drive & 78th Street,CHICAGO,78TH STREET,NB,"King Drive &amp; 78th Street",,-87.614905,41.753075,FS,"King Drive &amp; 78th Street",3,Point,In Service,KING DRIVE,2122
-87.615254738,41.760097093,King Drive & 74th Street,CHICAGO,74TH STREET,SB,"King Drive &amp; 74th Street",,-87.615255,41.760097,FS,"King Drive &amp; 74th Street",3,Point,In Service,KING DRIVE,2243
-87.613743202,41.769413496,69th Street & Anthony,CHICAGO,ANTHONY,WB,"69th Street &amp; Anthony",N5,-87.613743,41.769413,FS,"69th Street &amp; Anthony","N5,30,67",Point,In Service,69TH STREET,7408
-87.615453178,41.776709931,King Drive & 65th Street,CHICAGO,65TH STREET,NB,"King Drive &amp; 65th Street",,-87.615453,41.77671,FS,"King Drive &amp; 65th Street",3,Point,In Service,KING DRIVE,2136
-87.615691438,41.780465239,King Drive & 63rd Street (Green Line),CHICAGO,63RD STREET,SB,"King Drive &amp; 63rd Street (Green Line)",,-87.615691,41.780465,NS,"King Drive &amp; 63rd Street (Green Line)",3,Point,In Service,KING DRIVE,15537
-87.615599008,41.782230579,King Drive & 62nd Street,CHICAGO,62ND STREET,NB,"King Drive &amp; 62nd Street",,-87.615599,41.782231,FS,"King Drive &amp; 62nd Street",3,Point,In Service,KING DRIVE,2139
-87.615537896,41.780437173,King Drive & 63rd Street (Green Line),CHICAGO,63RD STREET,NB,"King Drive &amp; 63rd Street (Green Line)",,-87.615538,41.780437,FS,"King Drive &amp; 63rd Street (Green Line)",3,Point,In Service,KING DRIVE,2138
-87.615527952,41.780301439,63rd Street & King Drive (Green Line),CHICAGO,KING DRIVE,WB,"63rd Street &amp; King Drive (Green Line)",N63,-87.615528,41.780301,NS,"63rd Street &amp; King Drive (Green Line)",63,Point,In Service,63RD STREET,3222
-87.615640457,41.784049708,King Drive & 61st Street,CHICAGO,61ST STREET,NB,"King Drive &amp; 61st Street",,-87.61564,41.78405,FS,"King Drive &amp; 61st Street",3,Point,In Service,KING DRIVE,2140
-87.616010509,41.802358743,King Drive & 51st Street,CHICAGO,51ST STREET,NB,"King Drive &amp; 51st Street",,-87.616011,41.802359,FS,"King Drive &amp; 51st Street",3,Point,In Service,KING DRIVE,2151
-87.616618674,41.814962733,King Drive & 44th Street,CHICAGO,44TH STREET,NB,"King Drive &amp; 44th Street",,-87.616619,41.814963,FS,"King Drive &amp; 44th Street",3,Point,In Service,KING DRIVE,2158
-87.616508703,41.813172376,King Drive & 45th Street,CHICAGO,45TH STREET,NB,"King Drive &amp; 45th Street",,-87.616509,41.813172,FS,"King Drive &amp; 45th Street",3,Point,In Service,KING DRIVE,2157
-87.616902001,41.833485,King Drive & 33rd Place,CHICAGO,33RD PLACE,NB,"King Drive &amp; 33rd Place",,-87.616902,41.833485,NS,"King Drive &amp; 33rd Place",3,Point,In Service,KING DRIVE,2168
-87.617077,41.839725001,King Drive & 30th Street,CHICAGO,30TH STREET,NB,"King Drive &amp; 30th Street",,-87.617077,41.839725,NT,"King Drive &amp; 30th Street",3,Point,In Service,KING DRIVE,2178
-87.617087,41.884601,Randolph & Field Blvd,CHICAGO,FIELD BLVD,WB,"Randolph &amp; Field Blvd",,-87.617087,41.884601,NS,"Randolph &amp; Field Blvd",60,Point,In Service,RANDOLPH,6357
-87.610746815,41.658836006,Eberhart & 130th Street,CHICAGO,130TH STREET,SB,"Eberhart &amp; 130th Street",N34,-87.610747,41.658836,FS,"Eberhart &amp; 130th Street",34,Point,In Service,EBERHART,2985
-87.613569742,41.692813272,111th Street & King Drive,CHICAGO,KING DRIVE,WB,"111th Street &amp; King Drive",,-87.61357,41.692813,FS,"111th Street &amp; King Drive",111,Point,In Service,111TH STREET,14544
-87.610373999,41.691073,Cottage Grove & 112th Street,CHICAGO,112TH STREET,SB,"Cottage Grove &amp; 112th Street",,-87.610374,41.691073,MT,"Cottage Grove &amp; 112th Street","4,111A,115",Point,In Service,COTTAGE GROVE,2838
-87.610235,41.751157001,79th Street & St. Lawrence,CHICAGO,ST. LAWRENCE,EB,"79th Street &amp; St. Lawrence",N79,-87.610235,41.751157,NS,"79th Street &amp; St. Lawrence",79,Point,In Service,79TH STREET,2783
-87.609893,41.751250001,79th Street & St. Lawrence,CHICAGO,ST. LAWRENCE,WB,"79th Street &amp; St. Lawrence",N79,-87.609893,41.75125,NS,"79th Street &amp; St. Lawrence",79,Point,In Service,79TH STREET,2632
-87.611811582,41.771314822,Rhodes & 68th Street,CHICAGO,68TH STREET,SB,"Rhodes &amp; 68th Street",N5,-87.611812,41.771315,NT,"Rhodes &amp; 68th Street","N5,67",Point,In Service,RHODES,10085
-87.610392854,41.773115977,67th Street & St. Lawrence,CHICAGO,ST. LAWRENCE,WB,"67th Street &amp; St. Lawrence",N5,-87.610393,41.773116,NS,"67th Street &amp; St. Lawrence","N5,67",Point,In Service,67TH STREET,10083
-87.612171836,41.780213989,63rd Street & Rhodes,CHICAGO,RHODES,EB,"63rd Street &amp; Rhodes","N4,N63",-87.612172,41.780214,NS,"63rd Street &amp; Rhodes","N4,63",Point,In Service,63RD STREET,3439
-87.612937044,41.784021909,61st Street & Eberhart,CHICAGO,EBERHART,WB,"61st Street &amp; Eberhart",N4,-87.612937,41.784022,NS,"61st Street &amp; Eberhart","N4,59",Point,In Service,61ST STREET,13037
-87.611653707,41.809519372,47th Street & St. Lawrence,CHICAGO,ST. LAWRENCE,WB,"47th Street &amp; St. Lawrence",,-87.611654,41.809519,FS,"47th Street &amp; St. Lawrence",47,Point,In Service,47TH STREET,17141
-87.611824508,41.83132171,35th Street & Cottage Grove,CHICAGO,west of COTTAGE GROVE,WB,"35th Street &amp; Cottage Grove",N4,-87.611825,41.831322,MB,"35th Street &amp; Cottage Grove","35,4",Point,In Service,35TH STREET,7629
-87.61167485,41.833639683,33rd Place & Cottage Grove,CHICAGO,COTTAGE GROVE,EB,"33rd Place &amp; Cottage Grove",,-87.611675,41.83364,NS,"33rd Place &amp; Cottage Grove",35,Point,In Service,33RD PLACE,7627
-87.611076533,41.831080642,35th Street & Cottage Grove,CHICAGO,COTTAGE GROVE,EB,"35th Street &amp; Cottage Grove",N4,-87.611077,41.831081,NS,"35th Street &amp; Cottage Grove",4,Point,In Service,35TH STREET,2535
-87.607445259,41.657368479,131st Street & St. Lawrence,CHICAGO,ST. LAWRENCE,WB,"131st Street &amp; St. Lawrence",N34,-87.607445,41.657368,NS,"131st Street &amp; St. Lawrence",34,Point,In Service,131ST STREET,7585
-87.608518353,41.698071379,Cottage Grove & 108th Street,CHICAGO,108TH STREET,NB,"Cottage Grove &amp; 108th Street",,-87.608518,41.698071,NS,"Cottage Grove &amp; 108th Street","4,115",Point,In Service,COTTAGE GROVE,2964
-87.607247932,41.70369159,Cottage Grove & 105th Street,CHICAGO,105TH STREET,NB,"Cottage Grove &amp; 105th Street",,-87.607248,41.703692,NS,"Cottage Grove &amp; 105th Street","4,115",Point,In Service,COTTAGE GROVE,2967
-87.606975022,41.721907746,95th Street & Langley,CHICAGO,LANGLEY,EB,"95th Street &amp; Langley",N5,-87.606975,41.721908,NT,"95th Street &amp; Langley","4,N5,95,115",Point,In Service,95TH STREET,2461
-87.606797127,41.722124211,95th Street & Langley,CHICAGO,LANGLEY,WB,"95th Street &amp; Langley",N5,-87.606797,41.722124,NS,"95th Street &amp; Langley","4,N5,95,115",Point,In Service,95TH STREET,2600
-87.608649874,41.765735292,71st Street & Langley,CHICAGO,LANGLEY,EB,"71st Street &amp; Langley",,-87.60865,41.765735,NS,"71st Street &amp; Langley",71,Point,In Service,71ST STREET,10790
-87.608386783,41.768028622,South Chicago & 69th Place,CHICAGO,69TH PLACE,NWB,"South Chicago &amp; 69th Place",,-87.608387,41.768029,NS,"South Chicago &amp; 69th Place",30,Point,In Service,SOUTH CHICAGO,7405
-87.608377888,41.784070461,61st Street & Langley,CHICAGO,LANGLEY,WB,"61st Street &amp; Langley",N4,-87.608378,41.78407,NS,"61st Street &amp; Langley","N4,59",Point,In Service,61ST STREET,13034
-87.606253397,41.786359274,Midway Plaisance & Cottage Grove,CHICAGO,COTTAGE GROVE,EB,"Midway Plaisance &amp; Cottage Grove",,-87.606253,41.786359,NS,"Midway Plaisance &amp; Cottage Grove",2,Point,In Service,MIDWAY PLAIS,14510
-87.607351348,41.794863257,Payne Drive & 55th Street,CHICAGO,55TH STREET,NEB,"Payne Drive &amp; 55th Street",N55,-87.607351,41.794863,NS,"Payne Drive &amp; 55th Street",55,Point,In Service,PAYNE DRIVE,10551
-87.60633032,41.795086782,Cottage Grove & 55th Street,CHICAGO,55TH STREET,SB,"Cottage Grove &amp; 55th Street",N4,-87.60633,41.795087,NS,"Cottage Grove &amp; 55th Street","2,4",Point,In Service,COTTAGE GROVE,2558
-87.607907999,41.802158,51st Street & Evans,CHICAGO,EVANS,EB,"51st Street &amp; Evans",,-87.607908,41.802158,NT,"51st Street &amp; Evans",15,Point,In Service,51ST STREET,1635
-87.606713245,41.802293205,51st Street & Cottage Grove,CHICAGO,COTTAGE GROVE,WB,"51st Street &amp; Cottage Grove",,-87.606713,41.802293,FS,"51st Street &amp; Cottage Grove",15,Point,In Service,51ST STREET,1535
-87.606264456,41.801303257,Cottage Grove & Drexel Square Drive,CHICAGO,DREXEL SQUARE DRIVE,NB,"Cottage Grove &amp; Drexel Square Drive",N4,-87.606264,41.801303,NS,"Cottage Grove &amp; Drexel Square Drive","2,4",Point,In Service,COTTAGE GROVE,2506
-87.60910866,41.809437972,47th Street & Langley,CHICAGO,LANGLEY,EB,"47th Street &amp; Langley",,-87.609109,41.809438,NS,"47th Street &amp; Langley",47,Point,In Service,47TH STREET,7164
-87.608875954,41.809556977,47th Street & Langley,CHICAGO,LANGLEY,WB,"47th Street &amp; Langley",,-87.608876,41.809557,NS,"47th Street &amp; Langley",47,Point,In Service,47TH STREET,7148
-87.606793375,41.814780389,Cottage Grove & 44th Street,CHICAGO,44TH STREET,SB,"Cottage Grove &amp; 44th Street",N4,-87.606793,41.81478,FS,"Cottage Grove &amp; 44th Street",4,Point,In Service,COTTAGE GROVE,18385
-87.606592001,41.814798,Cottage Grove & 44th Street,CHICAGO,44TH STREET,NB,"Cottage Grove &amp; 44th Street",N4,-87.606592,41.814798,NS,"Cottage Grove &amp; 44th Street",4,Point,In Service,COTTAGE GROVE,2514
-87.606922999,41.822947,Cottage Grove & Oakwood,CHICAGO,OAKWOOD(west leg)/DREXEL,SB,"Cottage Grove &amp; Oakwood",N4,-87.606923,41.822947,NS,"Cottage Grove &amp; Oakwood",4,Point,In Service,COTTAGE GROVE,2540
-87.606784818,41.822575383,Cottage Grove & Oakwood,CHICAGO,OAKWOOD BLVD,NB,"Cottage Grove &amp; Oakwood",N4,-87.606785,41.822575,NS,"Cottage Grove &amp; Oakwood",4,Point,In Service,COTTAGE GROVE,2519
-87.604774392,41.657267971,131st Street & Langley,CHICAGO,LANGLEY,EB,"131st Street &amp; Langley",N34,-87.604774,41.657268,FS,"131st Street &amp; Langley",34,Point,In Service,131ST STREET,2988
-87.606148359,41.707379925,103rd Street & Cottage Grove,CHICAGO,COTTAGE GROVE,EB,"103rd Street &amp; Cottage Grove",,-87.606148,41.70738,FS,"103rd Street &amp; Cottage Grove",106,Point,In Service,103RD STREET,17119
-87.604130013,41.718320104,9700 S Cottage Grove,CHICAGO,9700 SOUTH,SB,9700 S Cottage Grove,,-87.60413,41.71832,MB,9700 S Cottage Grove,"4,115",Point,In Service,COTTAGE GROVE,2823
-87.603953603,41.718342783,9700 S Cottage Grove,CHICAGO,9700 SOUTH,NB,9700 S Cottage Grove,,-87.603954,41.718343,MB,9700 S Cottage Grove,"4,115",Point,In Service,COTTAGE GROVE,2975
-87.605053407,41.722149013,95th Street & Cottage Grove,CHICAGO,COTTAGE GROVE (west leg),WB,"95th Street &amp; Cottage Grove",,-87.605053,41.722149,FS,"95th Street &amp; Cottage Grove","4,N5,95,100,115",Point,In Service,95TH STREET,2978
-87.604618385,41.722710552,Cottage Grove & Burnside,CHICAGO,BURNSIDE,SB,"Cottage Grove &amp; Burnside",N5,-87.604618,41.722711,NS,"Cottage Grove &amp; Burnside","4,N5,95",Point,In Service,COTTAGE GROVE,2598
